PlayerID,Country,Age,Gender,VIP_Level,Registration_Date,Deposit,Withdrawal,Total_Bets,Revenue
864,Sweden,26,Female,Bronze,2026-01-06,517,473,512,44
865,UK,43,Male,Silver,2024-08-04,842,438,199,404
866,Germany,29,Male,Platinum,2025-12-29,1612,1423,256,189
867,Brazil,35,Female,Bronze,2026-06-09,2755,2624,189,131
868,Spain,35,Male,Platinum,2025-12-21,4920,1559,537,3361
869,India,58,Female,Silver,2024-07-02,4207,1729,392,2478
870,Sweden,40,Female,Bronze,2026-01-10,3092,1063,712,2029
871,India,20,Female,Gold,2026-06-14,3884,3366,465,518
872,Italy,32,Male,Gold,2025-09-04,2622,1252,669,1370
873,Spain,51,Female,Platinum,2026-02-17,1026,272,652,754
874,Germany,37,Male,Bronze,2025-07-28,3251,197,360,3054
875,Spain,47,Female,Gold,2025-07-18,2531,1821,681,710
876,Malta,58,Male,Silver,2024-08-20,1796,253,345,1543
877,Sweden,27,Female,Silver,2024-08-04,4731,2095,136,2636
878,Germany,59,Female,Platinum,2025-07-05,2062,2044,251,18
879,Brazil,28,Female,Silver,2024-07-02,1202,629,223,573
880,Spain,46,Female,Platinum,2024-02-10,3008,187,53,2821
881,Italy,33,Female,Bronze,2023-11-27,676,672,563,4
882,India,19,Female,Bronze,2024-04-10,3887,1018,515,2869
883,Germany,27,Male,Silver,2024-10-14,3884,2640,629,1244
884,Germany,20,Male,Gold,2023-10-27,1454,235,578,1219
885,Germany,23,Male,Platinum,2024-07-12,911,580,472,331
886,Malta,56,Male,Silver,2026-06-20,1547,690,110,857
887,India,44,Male,Bronze,2025-09-09,139,50,634,89
888,UK,24,Female,Gold,2024-03-28,536,56,158,480
889,Australia,20,Female,Platinum,2026-06-10,1578,1143,255,435
890,India,50,Male,Platinum,2024-10-28,1370,418,626,952
891,Italy,46,Female,Platinum,2024-09-02,1349,398,653,951
892,Canada,57,Female,Silver,2026-05-12,2150,511,132,1639
893,Australia,46,Female,Gold,2024-11-18,544,397,571,147
894,UK,50,Female,Silver,2023-08-05,4828,3503,135,1325
895,Italy,55,Female,Platinum,2025-01-18,2663,2168,623,495
896,Canada,28,Male,Silver,2024-05-16,3631,3580,117,51
897,Brazil,36,Male,Gold,2026-05-06,3906,2395,638,1511
898,Italy,60,Male,Silver,2024-03-07,2171,661,206,1510
899,Australia,33,Male,Silver,2025-02-23,964,237,257,727
900,Malta,54,Female,Bronze,2024-09-06,3445,3276,258,169
901,Malta,44,Male,Bronze,2025-08-16,1330,651,668,679
902,Italy,30,Female,Platinum,2026-02-24,2773,2048,268,725
903,Spain,33,Female,Platinum,2026-01-27,3750,2186,202,1564
904,Spain,52,Male,Bronze,2023-10-30,200,107,241,93
905,Italy,33,Female,Platinum,2026-06-09,3788,1699,147,2089
906,Spain,55,Female,Bronze,2024-06-26,356,157,366,199
907,Italy,19,Female,Gold,2025-07-03,4784,1032,389,3752
908,India,18,Female,Gold,2024-05-21,784,505,395,279
909,Australia,39,Male,Gold,2023-12-19,2583,2026,653,557
910,Spain,59,Female,Silver,2024-11-08,681,340,584,341
911,Canada,58,Male,Platinum,2026-03-08,2514,279,573,2235
912,Spain,54,Female,Gold,2023-10-20,3878,2834,546,1044
913,Malta,43,Male,Silver,2025-03-08,1176,668,661,508
914,Italy,40,Female,Bronze,2026-01-14,3887,3199,533,688
915,Italy,20,Female,Silver,2023-10-07,3179,991,493,2188
916,Canada,51,Male,Platinum,2025-07-10,3175,1378,176,1797
917,Sweden,32,Female,Gold,2026-05-16,4306,1558,402,2748
918,Italy,57,Female,Gold,2024-08-31,1448,1386,297,62
919,Italy,33,Male,Gold,2024-11-16,1424,812,100,612
920,Brazil,58,Male,Gold,2024-09-25,2448,1019,707,1429
921,Italy,50,Female,Silver,2024-01-26,1749,1244,717,505
922,India,46,Female,Platinum,2024-09-05,2453,249,442,2204
923,India,22,Male,Bronze,2025-07-16,141,69,229,72
924,Brazil,53,Female,Bronze,2025-01-26,1887,1747,86,140
925,Germany,43,Male,Platinum,2026-02-27,585,66,762,519
926,India,53,Male,Silver,2024-12-20,3610,177,788,3433
927,Canada,41,Female,Gold,2025-12-13,3668,3343,464,325
928,Italy,33,Male,Gold,2025-05-09,2111,431,487,1680
929,Sweden,35,Male,Gold,2024-04-27,1554,968,243,586
930,Germany,29,Female,Platinum,2025-01-05,3107,642,559,2465
931,Sweden,56,Female,Platinum,2024-07-12,2167,990,195,1177
932,Italy,45,Female,Gold,2023-11-14,1749,1424,472,325
933,Spain,27,Female,Gold,2024-05-11,1623,1575,697,48
934,Australia,56,Male,Bronze,2026-02-26,2985,1991,607,994
935,India,37,Male,Bronze,2024-09-07,3145,91,715,3054
936,UK,22,Female,Bronze,2026-01-08,182,51,219,131
937,Brazil,44,Female,Silver,2024-01-07,3169,1553,615,1616
938,Italy,51,Male,Gold,2024-10-13,1672,1365,295,307
939,UK,22,Female,Bronze,2026-02-05,3129,1797,676,1332
940,Sweden,23,Female,Bronze,2025-04-11,1016,607,532,409
941,Canada,36,Female,Silver,2024-07-03,2699,810,404,1889
942,Germany,22,Female,Platinum,2024-10-17,2810,2373,719,437
943,India,33,Male,Silver,2026-01-29,132,65,799,67
944,UK,56,Female,Bronze,2025-01-30,3196,348,778,2848
945,India,20,Female,Gold,2025-01-07,2119,154,436,1965
946,Brazil,47,Male,Platinum,2024-12-20,3468,2574,772,894
947,India,37,Male,Gold,2025-04-13,2882,1488,484,1394
948,UK,36,Male,Silver,2024-03-17,2823,765,184,2058
949,Canada,50,Male,Platinum,2026-01-31,1735,1405,394,330
950,Canada,34,Male,Silver,2025-04-23,2035,890,179,1145
951,Canada,43,Male,Silver,2026-06-27,3700,2770,296,930
952,Spain,52,Female,Bronze,2024-12-25,2330,2285,640,45
953,India,39,Female,Platinum,2024-01-04,1823,1116,631,707
954,India,19,Female,Bronze,2025-06-08,422,334,535,88
955,India,41,Male,Gold,2025-11-06,3404,2551,690,853
956,Brazil,34,Female,Platinum,2024-07-24,3269,240,665,3029
957,Malta,32,Female,Platinum,2023-10-19,3280,3134,189,146
958,India,32,Male,Bronze,2025-01-19,1865,435,455,1430
959,Canada,60,Female,Gold,2024-10-18,2154,977,503,1177
960,UK,31,Male,Silver,2026-02-22,2137,1530,47,607
961,Italy,46,Female,Gold,2023-08-20,3390,3283,648,107
962,India,28,Male,Platinum,2025-01-29,4615,4305,245,310
963,India,34,Male,Platinum,2023-09-17,1383,1325,709,58
964,Sweden,24,Male,Silver,2024-11-29,3457,2489,532,968
965,Brazil,22,Male,Platinum,2025-09-29,4967,3890,273,1077
966,Malta,25,Male,Silver,2024-05-19,4655,2513,301,2142
967,Germany,23,Female,Platinum,2023-09-16,3498,2621,714,877
968,Brazil,46,Male,Gold,2026-02-10,3937,3721,653,216
969,Canada,32,Male,Gold,2025-06-17,881,389,123,492
970,Malta,32,Female,Platinum,2024-11-01,2543,1479,294,1064
971,Canada,39,Female,Gold,2023-09-19,4714,417,239,4297
972,UK,57,Female,Gold,2024-11-08,4898,2722,459,2176
973,UK,19,Female,Bronze,2026-05-16,667,287,719,380
974,Germany,38,Female,Gold,2025-01-18,2328,575,93,1753
975,Brazil,22,Female,Platinum,2025-06-12,1311,417,642,894
976,Spain,41,Female,Bronze,2026-03-19,4925,4900,376,25
977,Canada,20,Male,Gold,2023-08-01,4125,3219,646,906
978,Germany,20,Female,Bronze,2023-10-03,2898,2623,66,275
979,Spain,39,Male,Silver,2023-11-17,1936,728,210,1208
980,Australia,35,Male,Silver,2024-02-07,4740,2566,199,2174
981,Malta,31,Male,Gold,2026-01-12,1834,1054,69,780
982,Spain,42,Male,Bronze,2024-02-01,4238,1697,211,2541
983,UK,36,Male,Bronze,2024-03-06,1051,996,692,55
984,Italy,48,Female,Silver,2023-10-06,4556,3387,576,1169
985,Brazil,26,Female,Bronze,2024-10-17,1599,286,206,1313
986,Australia,44,Female,Silver,2025-09-12,4729,1207,646,3522
987,Sweden,56,Male,Silver,2023-10-30,3149,1400,185,1749
988,Italy,54,Female,Gold,2025-06-12,632,122,599,510
989,UK,18,Female,Bronze,2023-09-09,3194,155,554,3039
990,Sweden,51,Male,Bronze,2026-07-12,1525,497,262,1028
991,Canada,34,Female,Platinum,2025-10-28,3846,1719,281,2127
992,Australia,18,Male,Silver,2025-08-24,1103,891,619,212
993,India,31,Female,Bronze,2025-09-09,1642,682,578,960
994,UK,57,Female,Bronze,2025-09-15,2810,296,503,2514
995,Canada,24,Male,Silver,2024-11-12,3549,3453,538,96
996,Malta,28,Female,Silver,2024-03-12,4104,3471,493,633
997,Sweden,44,Female,Gold,2023-10-22,2111,1427,457,684
998,India,27,Female,Silver,2024-05-16,3784,901,156,2883
999,Germany,21,Female,Bronze,2023-12-06,2900,1493,380,1407
1000,Italy,36,Male,Bronze,2026-02-27,792,364,348,428
